38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	1	If	O	0	2
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	2	you	O	3	6
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	3	ask	O	7	10
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	4	City	O	11	15
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	5	Manager	O	16	23
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	6	T.C.	B-PERSON	24	28
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	7	Broadnax	E-PERSON	29	37
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	8	or	O	38	40
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	9	Police	S-ORG	41	47
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	10	Chief	O	48	53
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	11	U.	B-PERSON	54	56
38	6ba0e97c-9f78-4d5d-b03f-4423dff16073	12	Renee	E-PERSON	57	62
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	1	Hall	O	0	4
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	2	about	O	5	10
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	3	crime	O	11	16
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	4	in	O	17	19
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	5	Dallas	S-GPE	20	26
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	6	,	O	26	27
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	7	they	O	28	32
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	8	’ll	O	32	35
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	9	tell	O	36	40
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	10	you	O	41	44
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	11	that	O	45	49
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	12	major	O	50	55
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	13	crimes	O	56	62
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	14	are	O	63	66
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	15	down	O	67	71
38	9914211c-f9ad-4008-8c40-52a98e39b9f6	16	.	O	71	72
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	1	But	O	0	3
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	2	as	O	4	6
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	3	we	O	7	9
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	4	peruse	O	10	16
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	5	the	O	17	20
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	6	city	O	21	25
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	7	’s	O	25	27
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	8	own	O	28	31
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	9	database	O	32	40
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	10	two	S-CARDINAL	41	44
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	11	deadly	O	45	51
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	12	crimes	O	52	58
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	13	stand	O	59	64
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	14	out	O	65	68
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	15	:	O	68	69
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	16	weapons	O	70	77
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	17	and	O	78	81
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	18	drugs	O	82	87
38	44beb770-a40d-4d5d-8d28-44dc182f3cf9	19	.	O	87	88
38	037071bc-5741-4ef2-a635-07c9be02d154	1	According	O	-1	8
38	037071bc-5741-4ef2-a635-07c9be02d154	2	to	O	9	11
38	037071bc-5741-4ef2-a635-07c9be02d154	3	the	B-ORG	12	15
38	037071bc-5741-4ef2-a635-07c9be02d154	4	Dallas	I-ORG	16	22
38	037071bc-5741-4ef2-a635-07c9be02d154	5	Police	I-ORG	23	29
38	037071bc-5741-4ef2-a635-07c9be02d154	6	Department	E-ORG	30	40
38	037071bc-5741-4ef2-a635-07c9be02d154	7	’s	O	40	42
38	037071bc-5741-4ef2-a635-07c9be02d154	8	weekly	S-DATE	43	49
38	037071bc-5741-4ef2-a635-07c9be02d154	9	report	O	50	56
38	037071bc-5741-4ef2-a635-07c9be02d154	10	to	O	57	59
38	037071bc-5741-4ef2-a635-07c9be02d154	11	City	B-ORG	60	64
38	037071bc-5741-4ef2-a635-07c9be02d154	12	Council	E-ORG	65	72
38	037071bc-5741-4ef2-a635-07c9be02d154	13	members	O	73	80
38	037071bc-5741-4ef2-a635-07c9be02d154	14	,	O	80	81
38	037071bc-5741-4ef2-a635-07c9be02d154	15	weapons	O	82	89
38	037071bc-5741-4ef2-a635-07c9be02d154	16	violations	O	90	100
38	037071bc-5741-4ef2-a635-07c9be02d154	17	citywide	O	101	109
38	037071bc-5741-4ef2-a635-07c9be02d154	18	are	O	110	113
38	037071bc-5741-4ef2-a635-07c9be02d154	19	up	O	114	116
38	037071bc-5741-4ef2-a635-07c9be02d154	20	69	B-PERCENT	117	119
38	037071bc-5741-4ef2-a635-07c9be02d154	21	percent	E-PERCENT	120	127
38	037071bc-5741-4ef2-a635-07c9be02d154	22	so	O	128	130
38	037071bc-5741-4ef2-a635-07c9be02d154	23	far	O	131	134
38	037071bc-5741-4ef2-a635-07c9be02d154	24	this	B-DATE	135	139
38	037071bc-5741-4ef2-a635-07c9be02d154	25	year	E-DATE	140	144
38	037071bc-5741-4ef2-a635-07c9be02d154	26	.	O	144	145
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	1	Drug	O	0	4
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	2	and	O	5	8
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	3	narcotics	O	9	18
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	4	offenses	O	19	27
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	5	are	O	28	31
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	6	up	O	32	34
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	7	57	B-PERCENT	35	37
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	8	percent	E-PERCENT	38	45
38	0e99e7fc-cbd7-4e73-8a8a-5c6ddb890bea	9	.	O	45	46
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	1	What	O	-1	3
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	2	brought	O	4	11
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	3	these	O	12	17
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	4	statistics	O	18	28
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	5	onto	O	29	33
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	6	our	O	34	37
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	7	radar	O	38	43
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	8	was	O	44	47
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	9	the	O	48	51
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	10	arrest	O	52	58
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	11	Saturday	S-DATE	59	67
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	12	of	O	68	70
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	13	Rene	B-PERSON	71	75
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	14	Eduardo	I-PERSON	76	83
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	15	Montanez	I-PERSON	84	92
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	16	Jr.	E-PERSON	93	96
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	17	on	O	97	99
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	18	a	O	100	101
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	19	capital	O	102	109
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	20	murder	O	110	116
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	21	charge	O	117	123
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	22	in	O	124	126
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	23	the	O	127	130
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	24	death	O	131	136
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	25	of	O	137	139
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	26	Joseph	B-PERSON	140	146
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	27	Anthony	I-PERSON	147	154
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	28	Pintucci	E-PERSON	155	163
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	29	,	O	163	164
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	30	an	O	165	167
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	31	18	B-DATE	168	170
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	32	-	I-DATE	170	171
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	33	year	I-DATE	171	175
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	34	-	I-DATE	175	176
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	35	old	E-DATE	176	179
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	36	former	O	180	186
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	37	Highland	B-ORG	187	195
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	38	Park	I-ORG	196	200
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	39	High	I-ORG	201	205
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	40	School	E-ORG	206	212
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	41	student	O	213	220
38	65e8cc6b-445b-4250-ab7c-ff4997e5e1c8	42	.	O	220	221
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	1	Police	O	0	6
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	2	describe	O	7	15
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	3	the	O	16	19
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	4	incident	O	20	28
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	5	as	O	29	31
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	6	a	O	32	33
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	7	drug	O	34	38
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	8	deal	O	39	43
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	9	gone	O	44	48
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	10	bad	O	49	52
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	11	in	O	53	55
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	12	a	O	56	57
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	13	parking	O	58	65
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	14	garage	O	66	72
38	f8f8a41f-e527-4ea5-8972-ae0991b666c1	15	.	O	72	73
38	b32a798d-15b6-48bb-9466-578d5044688d	1	Pintucci	S-PERSON	0	8
38	b32a798d-15b6-48bb-9466-578d5044688d	2	’s	O	8	10
38	b32a798d-15b6-48bb-9466-578d5044688d	3	death	O	11	16
38	b32a798d-15b6-48bb-9466-578d5044688d	4	has	O	17	20
38	b32a798d-15b6-48bb-9466-578d5044688d	5	drawn	O	21	26
38	b32a798d-15b6-48bb-9466-578d5044688d	6	a	O	27	28
38	b32a798d-15b6-48bb-9466-578d5044688d	7	great	O	29	34
38	b32a798d-15b6-48bb-9466-578d5044688d	8	deal	O	35	39
38	b32a798d-15b6-48bb-9466-578d5044688d	9	of	O	40	42
38	b32a798d-15b6-48bb-9466-578d5044688d	10	attention	O	43	52
38	b32a798d-15b6-48bb-9466-578d5044688d	11	,	O	52	53
38	b32a798d-15b6-48bb-9466-578d5044688d	12	but	O	54	57
38	b32a798d-15b6-48bb-9466-578d5044688d	13	a	O	58	59
38	b32a798d-15b6-48bb-9466-578d5044688d	14	quick	O	60	65
38	b32a798d-15b6-48bb-9466-578d5044688d	15	review	O	66	72
38	b32a798d-15b6-48bb-9466-578d5044688d	16	of	O	73	75
38	b32a798d-15b6-48bb-9466-578d5044688d	17	this	O	76	80
38	b32a798d-15b6-48bb-9466-578d5044688d	18	newspaper	O	81	90
38	b32a798d-15b6-48bb-9466-578d5044688d	19	’s	O	90	92
38	b32a798d-15b6-48bb-9466-578d5044688d	20	files	O	93	98
38	b32a798d-15b6-48bb-9466-578d5044688d	21	reveal	O	99	105
38	b32a798d-15b6-48bb-9466-578d5044688d	22	many	O	106	110
38	b32a798d-15b6-48bb-9466-578d5044688d	23	other	O	111	116
38	b32a798d-15b6-48bb-9466-578d5044688d	24	such	O	117	121
38	b32a798d-15b6-48bb-9466-578d5044688d	25	drug	O	122	126
38	b32a798d-15b6-48bb-9466-578d5044688d	26	-	O	126	127
38	b32a798d-15b6-48bb-9466-578d5044688d	27	related	O	127	134
38	b32a798d-15b6-48bb-9466-578d5044688d	28	acts	O	135	139
38	b32a798d-15b6-48bb-9466-578d5044688d	29	of	O	140	142
38	b32a798d-15b6-48bb-9466-578d5044688d	30	violence	O	143	151
38	b32a798d-15b6-48bb-9466-578d5044688d	31	.	O	151	152
38	54a1f933-ac71-4671-8263-f7578cbee481	1	Here	O	-1	3
38	54a1f933-ac71-4671-8263-f7578cbee481	2	are	O	4	7
38	54a1f933-ac71-4671-8263-f7578cbee481	3	the	O	8	11
38	54a1f933-ac71-4671-8263-f7578cbee481	4	details	O	12	19
38	54a1f933-ac71-4671-8263-f7578cbee481	5	as	O	20	22
38	54a1f933-ac71-4671-8263-f7578cbee481	6	we	O	23	25
38	54a1f933-ac71-4671-8263-f7578cbee481	7	know	O	26	30
38	54a1f933-ac71-4671-8263-f7578cbee481	8	them	O	31	35
38	54a1f933-ac71-4671-8263-f7578cbee481	9	about	O	36	41
38	54a1f933-ac71-4671-8263-f7578cbee481	10	Pintucci	S-PERSON	42	50
38	54a1f933-ac71-4671-8263-f7578cbee481	11	’s	O	50	52
38	54a1f933-ac71-4671-8263-f7578cbee481	12	shooting	O	53	61
38	54a1f933-ac71-4671-8263-f7578cbee481	13	last	B-DATE	62	66
38	54a1f933-ac71-4671-8263-f7578cbee481	14	week	E-DATE	67	71
38	54a1f933-ac71-4671-8263-f7578cbee481	15	at	O	72	74
38	54a1f933-ac71-4671-8263-f7578cbee481	16	the	O	75	78
38	54a1f933-ac71-4671-8263-f7578cbee481	17	Shops	S-FAC	79	84
38	54a1f933-ac71-4671-8263-f7578cbee481	18	at	O	85	87
38	54a1f933-ac71-4671-8263-f7578cbee481	19	Park	B-FAC	88	92
38	54a1f933-ac71-4671-8263-f7578cbee481	20	Lane	E-FAC	93	97
38	54a1f933-ac71-4671-8263-f7578cbee481	21	.	O	97	98
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	1	Police	O	0	6
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	2	said	O	7	11
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	3	he	O	12	14
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	4	had	O	15	18
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	5	used	O	19	23
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	6	a	O	24	25
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	7	social	O	26	32
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	8	media	O	33	38
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	9	app	O	39	42
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	10	to	O	43	45
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	11	arrange	O	46	53
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	12	a	O	54	55
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	13	drug	O	56	60
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	14	sale	O	61	65
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	15	,	O	65	66
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	16	according	O	67	76
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	17	to	O	77	79
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	18	an	O	80	82
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	19	arrest	O	83	89
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	20	-	O	89	90
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	21	warrant	O	90	97
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	22	affidavit	O	98	107
38	6f1bcc6f-58da-4c6a-8961-a5dccab8e45d	23	.	O	107	108
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	1	He	O	0	2
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	2	was	O	3	6
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	3	in	O	7	9
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	4	his	O	10	13
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	5	car	O	14	17
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	6	with	O	18	22
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	7	two	S-CARDINAL	23	26
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	8	other	O	27	32
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	9	people	O	33	39
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	10	when	O	40	44
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	11	Montanez	S-PERSON	45	53
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	12	and	O	54	57
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	13	two	S-CARDINAL	58	61
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	14	men	O	62	65
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	15	pulled	O	66	72
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	16	guns	O	73	77
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	17	and	O	78	81
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	18	stole	O	82	87
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	19	the	O	88	91
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	20	drugs	O	92	97
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	21	from	O	98	102
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	22	him	O	103	106
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	23	,	O	106	107
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	24	according	O	108	117
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	25	to	O	118	120
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	26	the	O	121	124
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	27	affidavit	O	125	134
38	0a8948d7-bab1-4259-9682-a0cb9f30a0d5	28	.	O	134	135
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	1	One	S-CARDINAL	0	3
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	2	of	O	4	6
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	3	the	O	7	10
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	4	men	O	11	14
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	5	shot	O	15	19
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	6	Pintucci	S-PERSON	20	28
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	7	,	O	28	29
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	8	who	O	30	33
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	9	later	O	34	39
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	10	died	O	40	44
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	11	,	O	44	45
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	12	as	O	46	48
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	13	the	O	49	52
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	14	trio	O	53	57
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	15	fled	O	58	62
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	16	on	O	63	65
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	17	foot	O	66	70
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	18	,	O	70	71
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	19	the	O	72	75
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	20	affidavit	O	76	85
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	21	says	O	86	90
38	1c3f6678-3e6b-408f-b7eb-3c8b16af1bf7	22	.	O	90	91
102	3146ea5c-1d56-46ee-9496-26a2696c9793	1	Infection	O	0	9
102	3146ea5c-1d56-46ee-9496-26a2696c9793	2	control	O	10	17
102	3146ea5c-1d56-46ee-9496-26a2696c9793	3	experts	O	18	25
102	3146ea5c-1d56-46ee-9496-26a2696c9793	4	are	O	26	29
102	3146ea5c-1d56-46ee-9496-26a2696c9793	5	escalating	O	30	40
102	3146ea5c-1d56-46ee-9496-26a2696c9793	6	their	O	41	46
102	3146ea5c-1d56-46ee-9496-26a2696c9793	7	warfare	O	47	54
102	3146ea5c-1d56-46ee-9496-26a2696c9793	8	against	O	55	62
102	3146ea5c-1d56-46ee-9496-26a2696c9793	9	hospital	O	63	71
102	3146ea5c-1d56-46ee-9496-26a2696c9793	10	microbes	O	72	80
102	3146ea5c-1d56-46ee-9496-26a2696c9793	11	with	O	81	85
102	3146ea5c-1d56-46ee-9496-26a2696c9793	12	the	O	86	89
102	3146ea5c-1d56-46ee-9496-26a2696c9793	13	development	O	90	101
102	3146ea5c-1d56-46ee-9496-26a2696c9793	14	of	O	102	104
102	3146ea5c-1d56-46ee-9496-26a2696c9793	15	Star	B-WORK_OF_ART	105	109
102	3146ea5c-1d56-46ee-9496-26a2696c9793	16	Wars	E-WORK_OF_ART	110	114
102	3146ea5c-1d56-46ee-9496-26a2696c9793	17	-	O	114	115
102	3146ea5c-1d56-46ee-9496-26a2696c9793	18	like	O	115	119
102	3146ea5c-1d56-46ee-9496-26a2696c9793	19	technology	O	120	130
102	3146ea5c-1d56-46ee-9496-26a2696c9793	20	that	O	131	135
102	3146ea5c-1d56-46ee-9496-26a2696c9793	21	uses	O	136	140
102	3146ea5c-1d56-46ee-9496-26a2696c9793	22	ultraviolet	O	141	152
102	3146ea5c-1d56-46ee-9496-26a2696c9793	23	energy	O	153	159
102	3146ea5c-1d56-46ee-9496-26a2696c9793	24	to	O	160	162
102	3146ea5c-1d56-46ee-9496-26a2696c9793	25	destroy	O	163	170
102	3146ea5c-1d56-46ee-9496-26a2696c9793	26	rogue	O	171	176
102	3146ea5c-1d56-46ee-9496-26a2696c9793	27	pathogens	O	177	186
102	3146ea5c-1d56-46ee-9496-26a2696c9793	28	finding	O	187	194
102	3146ea5c-1d56-46ee-9496-26a2696c9793	29	their	O	195	200
102	3146ea5c-1d56-46ee-9496-26a2696c9793	30	way	O	201	204
102	3146ea5c-1d56-46ee-9496-26a2696c9793	31	into	O	205	209
102	3146ea5c-1d56-46ee-9496-26a2696c9793	32	hospitals	O	210	219
102	3146ea5c-1d56-46ee-9496-26a2696c9793	33	.	O	219	220
102	f20a7c32-16e6-4830-a481-ac58c76d5156	1	The	O	-1	2
102	f20a7c32-16e6-4830-a481-ac58c76d5156	2	Northwell	B-ORG	3	12
102	f20a7c32-16e6-4830-a481-ac58c76d5156	3	Health	E-ORG	13	19
102	f20a7c32-16e6-4830-a481-ac58c76d5156	4	network	O	20	27
102	f20a7c32-16e6-4830-a481-ac58c76d5156	5	is	O	28	30
102	f20a7c32-16e6-4830-a481-ac58c76d5156	6	working	O	31	38
102	f20a7c32-16e6-4830-a481-ac58c76d5156	7	with	O	39	43
102	f20a7c32-16e6-4830-a481-ac58c76d5156	8	medical	O	44	51
102	f20a7c32-16e6-4830-a481-ac58c76d5156	9	technology	O	52	62
102	f20a7c32-16e6-4830-a481-ac58c76d5156	10	developer	O	63	72
102	f20a7c32-16e6-4830-a481-ac58c76d5156	11	PurpleSun	S-ORG	73	82
102	f20a7c32-16e6-4830-a481-ac58c76d5156	12	in	O	83	85
102	f20a7c32-16e6-4830-a481-ac58c76d5156	13	Manhattan	S-GPE	86	95
102	f20a7c32-16e6-4830-a481-ac58c76d5156	14	on	O	96	98
102	f20a7c32-16e6-4830-a481-ac58c76d5156	15	the	O	99	102
102	f20a7c32-16e6-4830-a481-ac58c76d5156	16	technology	O	103	113
102	f20a7c32-16e6-4830-a481-ac58c76d5156	17	.	O	113	114
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	1	They	O	0	4
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	2	are	O	5	8
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	3	testing	O	9	16
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	4	a	O	17	18
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	5	type	O	19	23
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	6	of	O	24	26
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	7	disinfecting	O	27	39
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	8	device	O	40	46
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	9	that	O	47	51
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	10	uses	O	52	56
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	11	a	O	57	58
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	12	strength	O	59	67
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	13	of	O	68	70
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	14	ultraviolet	O	71	82
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	15	light	O	83	88
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	16	equivalent	O	89	99
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	17	to	O	100	102
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	18	the	O	103	106
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	19	most	O	107	111
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	20	intense	O	112	119
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	21	UV	O	120	122
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	22	light	O	123	128
102	533149ba-55ae-4a45-a6fd-6ac34a6f5f31	23	emitted	O	129	136
